x,age,workclass,education,educational-num,marital-status,race,gender,hours-per-week,income
26784,29,Private,Bachelors,13,Never-married,White,Female,45,>50K
26785,43,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,45,<=50K
26786,23,Private,Bachelors,13,Never-married,White,Female,40,<=50K
26787,26,Private,HS-grad,9,Never-married,White,Female,50,<=50K
26788,47,Private,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
26789,27,Private,HS-grad,9,Married-civ-spouse,White,Male,55,<=50K
26790,45,Private,HS-grad,9,Married-civ-spouse,White,Male,45,>50K
26791,30,Private,HS-grad,9,Never-married,White,Male,70,<=50K
26792,35,Private,Some-college,10,Married-civ-spouse,White,Female,20,>50K
26793,33,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26794,37,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
26795,21,Private,HS-grad,9,Never-married,White,Male,20,<=50K
26796,42,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26797,48,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,36,<=50K
26798,46,Private,HS-grad,9,Never-married,White,Female,48,<=50K
26799,36,Private,5th-6th,3,Separated,White,Female,40,<=50K
26800,54,Private,HS-grad,9,Never-married,White,Male,40,<=50K
26801,25,Private,HS-grad,9,Married-civ-spouse,White,Female,40,<=50K
26802,26,Local-gov,HS-grad,9,Divorced,White,Female,25,<=50K
26803,36,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,57,<=50K
26804,56,Self-emp-not-inc,Bachelors,13,Never-married,White,Male,20,<=50K
26805,37,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26806,26,Private,Bachelors,13,Never-married,White,Female,40,>50K
26807,23,Private,Bachelors,13,Never-married,White,Female,25,<=50K
26808,23,State-gov,Bachelors,13,Never-married,White,Female,40,<=50K
26809,41,State-gov,Bachelors,13,Never-married,White,Male,40,<=50K
26810,55,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
26811,39,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
26812,67,Local-gov,Assoc-acdm,12,Married-civ-spouse,White,Male,35,<=50K
26813,60,Private,HS-grad,9,Widowed,White,Female,50,<=50K
26814,54,Private,HS-grad,9,Widowed,White,Female,40,<=50K
26815,38,Private,Masters,14,Married-civ-spouse,White,Male,40,>50K
26816,47,Private,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
26817,49,State-gov,Bachelors,13,Married-civ-spouse,White,Male,42,>50K
26818,19,Private,HS-grad,9,Never-married,White,Female,24,<=50K
26819,20,Private,Some-college,10,Never-married,White,Male,40,<=50K
26820,66,Private,HS-grad,9,Widowed,White,Female,35,<=50K
26821,22,?,Some-college,10,Never-married,Black,Female,25,<=50K
26822,51,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,42,>50K
26823,19,Private,Some-college,10,Never-married,White,Male,40,<=50K
26824,36,Private,Some-college,10,Divorced,White,Female,40,<=50K
26825,33,Private,HS-grad,9,Married-civ-spouse,White,Male,60,>50K
26826,41,Private,Bachelors,13,Divorced,White,Male,56,<=50K
26827,90,Private,HS-grad,9,Married-civ-spouse,White,Male,50,>50K
26828,78,?,7th-8th,4,Married-civ-spouse,White,Male,60,<=50K
26829,36,Private,HS-grad,9,Divorced,White,Female,40,<=50K
26830,30,Private,Prof-school,15,Divorced,White,Male,55,<=50K
26831,35,Private,Some-college,10,Divorced,White,Male,40,<=50K
26832,46,Private,Masters,14,Married-civ-spouse,White,Male,45,>50K
26833,38,Private,HS-grad,9,Never-married,White,Male,40,<=50K
26834,24,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
26835,40,Private,Bachelors,13,Married-civ-spouse,White,Female,40,<=50K
26836,49,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
26837,19,Private,HS-grad,9,Never-married,Black,Male,30,<=50K
26838,77,Private,Some-college,10,Widowed,White,Female,20,<=50K
26839,46,Private,HS-grad,9,Married-civ-spouse,White,Male,56,>50K
26840,41,Private,Some-college,10,Separated,Black,Male,40,<=50K
26841,28,Private,1st-4th,2,Never-married,White,Male,77,<=50K
26842,21,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26843,24,Private,12th,8,Never-married,Black,Male,40,<=50K
26844,36,Private,HS-grad,9,Married-civ-spouse,Black,Male,45,<=50K
26845,23,State-gov,Some-college,10,Never-married,White,Male,25,<=50K
26846,38,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26847,29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26848,38,Private,Some-college,10,Married-civ-spouse,White,Male,50,>50K
26849,47,Federal-gov,Bachelors,13,Never-married,Black,Male,40,>50K
26850,39,Local-gov,Masters,14,Divorced,White,Female,40,<=50K
26851,40,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,48,<=50K
26852,21,?,Some-college,10,Never-married,White,Male,40,<=50K
26853,32,Private,HS-grad,9,Divorced,Asian-Pac-Islander,Female,40,<=50K
26854,23,Private,HS-grad,9,Never-married,White,Male,40,<=50K
26855,44,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26856,37,Private,Some-college,10,Separated,Black,Male,40,<=50K
26857,70,Private,Bachelors,13,Widowed,White,Female,20,<=50K
26858,51,Private,Masters,14,Married-civ-spouse,White,Male,40,>50K
26859,66,Private,9th,5,Separated,Black,Female,30,<=50K
26860,57,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
26861,36,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
26862,48,Self-emp-inc,Bachelors,13,Divorced,White,Male,60,>50K
26863,24,?,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26864,51,Private,Masters,14,Married-civ-spouse,White,Female,40,>50K
26865,43,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
26866,27,Private,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
26867,32,Private,Bachelors,13,Never-married,White,Female,40,<=50K
26868,20,Private,Some-college,10,Never-married,White,Female,35,<=50K
26869,33,Private,Some-college,10,Divorced,White,Female,40,<=50K
26870,19,Private,Some-college,10,Never-married,White,Male,40,<=50K
26871,32,Local-gov,Some-college,10,Married-civ-spouse,White,Male,60,>50K
26872,35,Private,Prof-school,15,Never-married,Asian-Pac-Islander,Male,40,>50K
26873,26,Private,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
26874,39,Private,HS-grad,9,Never-married,White,Female,60,<=50K
26875,24,Private,Bachelors,13,Never-married,Black,Female,75,<=50K
26876,45,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
26877,20,Private,Some-college,10,Never-married,White,Male,40,<=50K
26878,49,State-gov,Bachelors,13,Married-civ-spouse,White,Female,45,<=50K
26879,35,State-gov,Masters,14,Never-married,White,Female,40,<=50K
26880,30,Private,HS-grad,9,Never-married,White,Female,40,<=50K
26881,23,Private,Some-college,10,Never-married,White,Female,25,<=50K
26882,33,Private,Bachelors,13,Married-civ-spouse,White,Male,45,<=50K
26883,35,Private,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K
26884,31,Private,Masters,14,Married-civ-spouse,White,Male,50,<=50K
26885,20,Private,11th,7,Never-married,Black,Male,25,<=50K
26886,44,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26887,33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
26888,50,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
26889,25,Private,HS-grad,9,Never-married,White,Female,40,<=50K
26890,28,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26891,60,Federal-gov,Bachelors,13,Married-civ-spouse,Black,Male,40,>50K
26892,38,Federal-gov,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K
26893,38,Private,Some-college,10,Married-civ-spouse,Black,Male,40,<=50K
26894,57,Federal-gov,Bachelors,13,Never-married,White,Male,40,<=50K
26895,50,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
26896,39,Local-gov,11th,7,Divorced,White,Female,40,<=50K
26897,69,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,6,<=50K
26898,51,State-gov,Assoc-voc,11,Divorced,White,Male,39,>50K
26899,42,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
26900,53,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
26901,37,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
26902,37,Private,10th,6,Married-civ-spouse,White,Male,40,<=50K
26903,38,Private,HS-grad,9,Married-civ-spouse,White,Male,50,>50K
26904,20,Private,Some-college,10,Never-married,White,Female,24,<=50K
26905,38,State-gov,Some-college,10,Separated,Black,Female,38,<=50K
26906,52,Private,Assoc-voc,11,Married-civ-spouse,White,Male,48,>50K
26907,48,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,White,Male,50,>50K
26908,30,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,>50K
26909,37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,65,>50K
26910,47,Private,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K
26911,33,Local-gov,Bachelors,13,Divorced,White,Female,60,<=50K
26912,33,Private,HS-grad,9,Married-spouse-absent,Asian-Pac-Islander,Female,35,<=50K
26913,20,Private,Some-college,10,Never-married,White,Male,15,<=50K
26914,41,State-gov,Bachelors,13,Divorced,White,Male,40,<=50K
26915,32,Private,Some-college,10,Married-civ-spouse,White,Male,45,>50K
26916,54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male,50,<=50K
26917,36,Federal-gov,Bachelors,13,Married-civ-spouse,White,Female,40,<=50K
26918,46,Private,Bachelors,13,Never-married,White,Female,40,<=50K
26919,45,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
26920,18,Private,Some-college,10,Never-married,White,Female,16,<=50K
26921,62,Private,Some-college,10,Married-civ-spouse,White,Male,60,<=50K
26922,33,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26923,42,Private,HS-grad,9,Divorced,White,Male,40,<=50K
26924,18,Private,Some-college,10,Never-married,White,Female,40,<=50K
26925,32,Private,Assoc-voc,11,Divorced,White,Female,40,<=50K
26926,43,Private,7th-8th,4,Married-civ-spouse,Black,Male,40,<=50K
26927,20,Private,HS-grad,9,Never-married,Black,Female,25,<=50K
26928,50,Private,Bachelors,13,Divorced,White,Male,45,<=50K
26929,42,Local-gov,Doctorate,16,Married-civ-spouse,White,Male,43,>50K
26930,36,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26931,22,Private,HS-grad,9,Never-married,White,Male,40,<=50K
26932,30,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K
26933,33,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,40,<=50K
26934,43,Local-gov,Assoc-acdm,12,Married-civ-spouse,White,Male,43,<=50K
26935,38,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
26936,34,Local-gov,Bachelors,13,Never-married,White,Male,14,<=50K
26937,40,Private,Some-college,10,Separated,White,Female,45,<=50K
26938,40,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26939,41,Local-gov,Prof-school,15,Married-civ-spouse,White,Male,50,>50K
26940,57,Private,Some-college,10,Married-civ-spouse,White,Male,50,>50K
26941,65,Local-gov,Masters,14,Married-civ-spouse,White,Male,4,<=50K
26942,52,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,50,<=50K
26943,59,Private,Prof-school,15,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K
26944,18,Private,HS-grad,9,Never-married,White,Male,25,<=50K
26945,48,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,45,<=50K
26946,45,Private,5th-6th,3,Divorced,White,Male,40,<=50K
26947,24,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26948,27,State-gov,Assoc-acdm,12,Never-married,White,Male,40,<=50K
26949,40,Private,Masters,14,Married-civ-spouse,White,Male,50,>50K
26950,44,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
26951,24,Private,HS-grad,9,Never-married,Black,Male,50,<=50K
26952,71,Private,Prof-school,15,Married-civ-spouse,White,Male,16,<=50K
26953,17,Private,12th,8,Never-married,White,Male,40,<=50K
26954,57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
26955,71,?,Bachelors,13,Married-civ-spouse,White,Male,30,>50K
26956,37,Private,Doctorate,16,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K
26957,33,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26958,41,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
26959,25,Private,Bachelors,13,Never-married,White,Female,40,<=50K
26960,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,15,<=50K
26961,18,?,11th,7,Never-married,Black,Female,50,<=50K
26962,34,Private,HS-grad,9,Never-married,White,Male,40,<=50K
26963,57,?,10th,6,Married-civ-spouse,White,Female,40,<=50K
26964,27,Local-gov,Bachelors,13,Never-married,White,Female,45,<=50K
26965,46,?,Bachelors,13,Divorced,White,Female,8,<=50K
26966,64,?,11th,7,Widowed,White,Female,35,<=50K
26967,24,Private,Bachelors,13,Never-married,White,Male,20,<=50K
26968,23,Private,Bachelors,13,Never-married,White,Male,30,<=50K
26969,33,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
26970,58,Self-emp-inc,Assoc-voc,11,Divorced,White,Male,56,<=50K
26971,25,Private,9th,5,Married-civ-spouse,White,Male,40,<=50K
26972,44,Private,Masters,14,Never-married,White,Female,55,<=50K
26973,53,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
26974,38,Local-gov,HS-grad,9,Married-civ-spouse,White,Female,35,>50K
26975,36,Private,Bachelors,13,Never-married,White,Female,45,>50K
26976,25,State-gov,HS-grad,9,Never-married,White,Male,40,<=50K
26977,54,Federal-gov,Bachelors,13,Divorced,White,Female,40,<=50K
26978,31,Private,12th,8,Separated,Black,Male,40,<=50K
26979,18,State-gov,HS-grad,9,Never-married,White,Male,40,<=50K
26980,40,Private,HS-grad,9,Divorced,Black,Male,40,<=50K
26981,26,Private,Some-college,10,Married-civ-spouse,Black,Female,40,<=50K
26982,68,?,Doctorate,16,Married-civ-spouse,White,Male,50,>50K
26983,33,Private,Bachelors,13,Never-married,White,Male,50,<=50K
26984,22,Private,Assoc-acdm,12,Never-married,White,Male,55,<=50K
26985,50,State-gov,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
26986,24,?,Bachelors,13,Never-married,White,Male,30,<=50K
26987,44,Private,HS-grad,9,Divorced,White,Female,40,<=50K
26988,37,Private,HS-grad,9,Never-married,Black,Male,40,<=50K
26989,34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
26990,45,Federal-gov,Some-college,10,Widowed,White,Female,45,>50K
26991,77,?,Masters,14,Married-civ-spouse,White,Male,8,>50K
26992,25,Private,10th,6,Married-civ-spouse,White,Female,35,<=50K
26993,20,Private,Some-college,10,Separated,Black,Female,40,<=50K
26994,46,Federal-gov,HS-grad,9,Never-married,Amer-Indian-Eskimo,Male,40,<=50K
26995,26,Private,Assoc-acdm,12,Never-married,White,Male,40,<=50K
26996,45,Private,1st-4th,2,Married-civ-spouse,White,Female,25,<=50K
26997,70,?,HS-grad,9,Widowed,White,Female,4,<=50K
26998,57,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
26999,28,Private,Assoc-voc,11,Never-married,White,Male,40,<=50K
27000,35,?,Assoc-acdm,12,Married-civ-spouse,White,Female,16,<=50K
27001,36,Private,Some-college,10,Married-civ-spouse,White,Male,45,>50K
27002,32,Private,HS-grad,9,Never-married,White,Female,40,<=50K
27003,29,Private,Bachelors,13,Never-married,White,Male,50,>50K
27004,36,Private,Bachelors,13,Divorced,White,Male,45,<=50K
27005,19,Private,HS-grad,9,Never-married,White,Male,30,<=50K
27006,27,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Female,20,<=50K
27007,48,Private,Masters,14,Married-civ-spouse,White,Male,55,>50K
27008,49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50,<=50K
27009,55,Private,Masters,14,Married-civ-spouse,White,Male,20,>50K
27010,61,Private,HS-grad,9,Divorced,White,Female,82,<=50K
27011,42,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,>50K
27012,42,Federal-gov,Assoc-acdm,12,Divorced,White,Female,40,<=50K
27013,30,Local-gov,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K
27014,32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27015,37,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
27016,35,Private,Some-college,10,Married-civ-spouse,White,Male,45,<=50K
27017,30,Private,Assoc-voc,11,Married-spouse-absent,White,Female,40,<=50K
27018,30,Private,Prof-school,15,Married-civ-spouse,Asian-Pac-Islander,Male,20,>50K
27019,55,Private,Some-college,10,Married-civ-spouse,White,Male,70,>50K
27020,36,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
27021,33,Private,HS-grad,9,Never-married,White,Male,48,<=50K
27022,56,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
27023,26,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K
27024,37,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27025,28,Private,HS-grad,9,Never-married,White,Male,60,<=50K
27026,38,Private,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K
27027,76,?,HS-grad,9,Married-civ-spouse,White,Male,20,<=50K
27028,35,?,Some-college,10,Never-married,Black,Female,40,<=50K
27029,48,Private,Some-college,10,Widowed,White,Female,43,<=50K
27030,35,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40,<=50K
27031,39,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
27032,64,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27033,22,Private,HS-grad,9,Never-married,Black,Female,40,<=50K
27034,45,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
27035,27,Private,5th-6th,3,Married-civ-spouse,White,Male,40,<=50K
27036,43,State-gov,HS-grad,9,Divorced,White,Female,50,>50K
27037,23,Private,Some-college,10,Never-married,White,Female,37,<=50K
27038,25,Private,10th,6,Never-married,Black,Male,40,<=50K
27039,39,Private,Masters,14,Married-civ-spouse,White,Male,50,>50K
27040,63,Private,HS-grad,9,Married-civ-spouse,White,Female,35,<=50K
27041,37,Private,Prof-school,15,Married-civ-spouse,White,Male,40,>50K
27042,26,Federal-gov,HS-grad,9,Married-civ-spouse,Other,Male,40,<=50K
27043,33,Private,Bachelors,13,Never-married,White,Male,40,<=50K
27044,45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female,70,<=50K
27045,28,Private,Some-college,10,Never-married,White,Female,40,<=50K
27046,20,Private,Some-college,10,Never-married,White,Female,20,<=50K
27047,34,Private,HS-grad,9,Married-civ-spouse,White,Female,20,<=50K
27048,34,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
27049,41,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
27050,38,Private,Some-college,10,Married-civ-spouse,White,Male,50,>50K
27051,36,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
27052,38,Private,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K
27053,46,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,72,>50K
27054,43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female,60,<=50K
27055,49,Private,Some-college,10,Widowed,White,Female,30,<=50K
27056,26,Local-gov,Bachelors,13,Never-married,White,Female,35,<=50K
27057,28,Private,HS-grad,9,Divorced,White,Female,35,<=50K
27058,54,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
27059,53,Private,HS-grad,9,Never-married,Other,Female,40,<=50K
27060,24,Private,Some-college,10,Never-married,White,Male,50,<=50K
27061,23,Private,Some-college,10,Never-married,White,Male,30,<=50K
27062,55,Local-gov,HS-grad,9,Divorced,White,Female,40,<=50K
27063,58,Self-emp-not-inc,9th,5,Separated,White,Male,40,<=50K
27064,26,Private,HS-grad,9,Never-married,Black,Male,40,<=50K
27065,19,Private,10th,6,Never-married,Black,Female,20,<=50K
27066,28,?,Some-college,10,Never-married,White,Female,40,<=50K
27067,45,Private,Some-college,10,Never-married,White,Male,52,<=50K
27068,30,Private,Some-college,10,Married-civ-spouse,White,Male,45,>50K
27069,76,Private,HS-grad,9,Widowed,White,Female,33,<=50K
27070,47,Private,HS-grad,9,Separated,White,Female,40,<=50K
27071,34,Private,Some-college,10,Divorced,White,Male,40,<=50K
27072,40,Private,Some-college,10,Married-civ-spouse,White,Female,35,>50K
27073,24,Private,HS-grad,9,Separated,White,Female,25,<=50K
27074,30,Private,Bachelors,13,Married-civ-spouse,White,Female,50,>50K
27075,67,Private,Some-college,10,Married-civ-spouse,White,Male,10,>50K
27076,24,Private,HS-grad,9,Married-civ-spouse,White,Female,40,<=50K
27077,43,Local-gov,Some-college,10,Divorced,White,Female,40,<=50K
27078,29,Private,12th,8,Never-married,White,Male,40,<=50K
27079,40,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27080,61,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
27081,45,Local-gov,Doctorate,16,Married-civ-spouse,White,Male,45,>50K
27082,21,State-gov,Some-college,10,Never-married,White,Female,50,<=50K
27083,58,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
27084,52,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
27085,34,Private,HS-grad,9,Never-married,White,Male,40,<=50K
27086,20,Private,Some-college,10,Never-married,Black,Female,20,<=50K
27087,25,?,Some-college,10,Never-married,White,Male,40,<=50K
27088,46,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27089,54,Private,Some-college,10,Divorced,White,Female,40,<=50K
27090,43,State-gov,Masters,14,Married-civ-spouse,White,Male,40,>50K
27091,25,Private,9th,5,Married-civ-spouse,White,Male,40,<=50K
27092,21,Private,Assoc-acdm,12,Never-married,White,Female,25,<=50K
27093,65,Private,Some-college,10,Divorced,White,Male,50,>50K
27094,37,Private,HS-grad,9,Divorced,White,Male,40,<=50K
27095,29,Private,HS-grad,9,Divorced,White,Male,40,>50K
27096,44,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
27097,37,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,40,>50K
27098,38,Private,Some-college,10,Married-civ-spouse,Black,Female,40,<=50K
27099,35,Private,Some-college,10,Married-civ-spouse,White,Male,70,<=50K
27100,32,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27101,44,Self-emp-not-inc,Some-college,10,Separated,White,Male,60,<=50K
27102,39,?,Bachelors,13,Married-civ-spouse,White,Female,30,<=50K
27103,23,Private,Some-college,10,Never-married,White,Female,25,<=50K
27104,25,Self-emp-inc,Bachelors,13,Never-married,White,Male,45,>50K
27105,23,Private,Some-college,10,Never-married,White,Female,28,<=50K
27106,47,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
27107,47,Private,11th,7,Divorced,White,Female,45,<=50K
27108,25,Private,HS-grad,9,Never-married,White,Male,40,<=50K
27109,35,Private,Some-college,10,Married-civ-spouse,White,Male,45,<=50K
27110,68,?,7th-8th,4,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,<=50K
27111,50,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,>50K
27112,47,Private,HS-grad,9,Divorced,White,Female,40,<=50K
27113,35,Private,Doctorate,16,Married-civ-spouse,White,Male,45,>50K
27114,24,Private,HS-grad,9,Never-married,White,Male,40,<=50K
27115,21,Private,HS-grad,9,Never-married,White,Male,40,<=50K
27116,35,Private,Bachelors,13,Divorced,White,Female,40,>50K
27117,30,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female,40,<=50K
27118,17,Private,11th,7,Never-married,Black,Male,20,<=50K
27119,49,?,HS-grad,9,Separated,White,Female,40,<=50K
27120,27,Private,5th-6th,3,Never-married,White,Male,60,<=50K
27121,22,Private,HS-grad,9,Never-married,Black,Female,15,<=50K
27122,22,State-gov,Some-college,10,Never-married,White,Female,40,<=50K
27123,50,Private,HS-grad,9,Married-civ-spouse,White,Male,2,<=50K
27124,51,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,38,>50K
27125,27,Private,Bachelors,13,Married-civ-spouse,White,Male,30,<=50K
27126,27,Private,Bachelors,13,Never-married,White,Female,20,<=50K
27127,23,Never-worked,7th-8th,4,Divorced,White,Male,35,<=50K
27128,20,State-gov,HS-grad,9,Never-married,White,Female,40,<=50K
27129,42,Private,HS-grad,9,Married-civ-spouse,White,Male,48,<=50K
27130,32,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
27131,45,Private,Bachelors,13,Married-civ-spouse,White,Male,38,>50K
27132,35,Private,7th-8th,4,Widowed,White,Female,80,<=50K
27133,22,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27134,34,Private,Some-college,10,Never-married,White,Female,38,<=50K
27135,28,Private,Bachelors,13,Never-married,White,Female,40,<=50K
27136,38,Private,Bachelors,13,Divorced,White,Female,24,<=50K
27137,48,Local-gov,Some-college,10,Married-civ-spouse,White,Male,42,>50K
27138,22,?,Some-college,10,Never-married,White,Male,40,<=50K
27139,34,Private,Masters,14,Married-civ-spouse,White,Male,40,<=50K
27140,25,Private,HS-grad,9,Married-civ-spouse,White,Female,50,>50K
27141,23,Local-gov,HS-grad,9,Never-married,White,Female,40,<=50K
27142,38,Private,Some-college,10,Married-civ-spouse,White,Male,60,>50K
27143,43,Private,HS-grad,9,Never-married,Black,Female,40,<=50K
27144,49,Local-gov,HS-grad,9,Married-civ-spouse,Black,Male,40,>50K
27145,23,Private,Some-college,10,Divorced,White,Male,40,<=50K
27146,57,Private,HS-grad,9,Divorced,White,Female,40,<=50K
27147,24,Private,Bachelors,13,Never-married,White,Male,40,<=50K
27148,44,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,58,>50K
27149,34,Private,Assoc-acdm,12,Divorced,White,Male,50,<=50K
27150,29,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
27151,29,Private,11th,7,Never-married,Black,Female,40,<=50K
27152,35,Private,HS-grad,9,Married-civ-spouse,White,Male,50,>50K
27153,48,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27154,38,Private,HS-grad,9,Never-married,White,Male,36,<=50K
27155,42,Local-gov,HS-grad,9,Divorced,White,Female,50,<=50K
27156,53,Private,Some-college,10,Widowed,White,Female,40,<=50K
27157,29,Private,Prof-school,15,Never-married,White,Female,55,<=50K
27158,59,Private,Bachelors,13,Married-civ-spouse,White,Male,72,<=50K
27159,31,Private,HS-grad,9,Never-married,White,Male,40,<=50K
27160,34,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
27161,51,Private,Bachelors,13,Divorced,White,Male,50,>50K
27162,25,Private,HS-grad,9,Never-married,White,Male,40,<=50K
27163,28,?,HS-grad,9,Divorced,White,Female,10,<=50K
27164,30,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
27165,46,Private,HS-grad,9,Divorced,White,Female,48,<=50K
27166,45,Private,HS-grad,9,Never-married,Black,Female,40,<=50K
27167,23,Private,Some-college,10,Never-married,Black,Female,40,<=50K
